,id,name,transit,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,street,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable
22603,30912652,Gorgeous Flat with Priv Patio Steps from 42nd/34th,"Uber, Subway from Times Square/34th St., Hudson Yards subway station",17139611,41813.0,,,0.0,1.0,0.0,"New York, NY, United States",Hell's Kitchen,40.75718,-73.99807,Apartment,Entire home/apt,3,1.0,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Gym,""Pets live on this property"",Elevator,""Buzzer/wireless intercom"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private living room""}",375,1,0,3,5 months ago,1,0,0,0,0,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible,1,1,0,0,0.16,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1
22613,30916118,Large and cozy room in the heart of Manhattan,"Subway in the next block with a multiple lines!  Uber pool rides are usually 5$ in Manhattan, and always many cabs around. Citi bike location across the street",221934669,43394.0,within an hour,1.0,1.0,2.0,0.0,"New York, NY, United States",Midtown,40.74981,-73.98585,Apartment,Private room,2,1.0,1,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Breakfast,Heating,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Room-darkening shades"",""Hot water"",""Luggage dropoff allowed"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Extra space around bed"",""No stairs or steps to enter"",""No stairs or steps to enter""}",350,1,50,1,2 weeks ago,1,0,0,0,0,7,7,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,2,0,2,0,1.07,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1
22615,30925552,San Carlos Hotel One Bedrm Suite (B) up to 5,Grand Central Station 5 minutes away and subway one block.,173685298,43147.0,within a few hours,1.0,1.0,11.0,0.0,"New York, NY, United States",Midtown East,40.7564,-73.97242,Boutique hotel,Private room,4,1.0,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Paid parking off premises"",Gym,Elevator,Heating,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance"",Bathtub,Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""Wide clearance to shower, toilet"",""No stairs or steps to enter"",""Host greets you"",""Handheld shower head"",""Fixed grab bars for shower"",""Fixed grab bars for toilet"",""Roll-in shower""}",425,2,30,1,5 days ago,1,30,60,90,180,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,11,0,11,0,0.16,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,-1
22618,30927349,Brand new Luxury & Spacious 2-Bedroom Apt in FiDi,Walking distance to subway,230257556,43445.0,within an hour,1.0,0.0,1.0,0.0,"New York, NY, United States",Manhattan,40.70559,-74.00669,Apartment,Entire home/apt,5,1.0,2,2,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",420,3,30,2,yesterday,1,19,49,76,76,20,20,90.0,9.0,9.0,9.0,9.0,10.0,9.0,1,strict_14_with_grace_period,1,1,0,0,3.02,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
22625,30929724,1 bedroom SOHO flat with sunny views,LaGuardia Airport: 20 minutes by cab without traffic JFK Airport: 30 minutes by cab without traffic Times Square: 18 minutes by subway  Wall Street / Financial District: 14 minutes by subway,230503468,43447.0,within an hour,1.0,1.0,1.0,0.0,"New York, NY, United States",Manhattan,40.7262799999999,-74.00236,Apartment,Entire home/apt,3,1.0,1,2,Real Bed,"{Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",""Laptop friendly workspace"",""Bed linens"",Refrigerator,Stove}",380,3,25,2,3 months ago,1,0,0,0,0,12,12,93.0,10.0,9.0,9.0,10.0,10.0,9.0,0,strict_14_with_grace_period,1,1,0,0,1.89,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
22667,30945324,Luxurious Private Sunny LES Full Floor Loft - NYC,"Located 2 minutes walk from the  D, B, F, J, M, Z major train lines.  Recommendation :  Williamsburg Bridge - makes sure you walk across it! This is my favorite bridge in New York for a few reasons: it joins two very cool neighborhoods together - Williamsburg and Lower East Side; it is an outdoor art gallery as it has some great street art to admire as you walk across; the views going into Brooklyn or into Manhattan are spectacular - whether the Empire State is seen or the Domino Sugar Factory. There is a walking lane as well as a bike lane so no collisions will occur when stopping mid-step for that NYC photo opportunity.",1121064,40792.0,within an hour,1.0,1.0,1.0,1.0,"New York, NY, United States",Manhattan,40.71909,-73.99343,Apartment,Entire home/apt,2,1.0,1,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Breakfast,""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance""}",499,1,0,1,5 days ago,1,22,52,81,356,18,18,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,moderate,1,1,0,0,2.83,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1
22672,30950186,Classic Brownstone Living in historic BROOKLYN,"Street parking available as it's primarily residential. Short walk to subway station, 7 mins stroll (depending on your pace)",195418702,43264.0,within a day,1.0,0.0,1.0,0.0,"Brooklyn, NY, United States",Brooklyn,40.68353,-73.93566,Townhouse,Entire home/apt,8,3.0,3,5,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron,Bathtub,""Room-darkening shades"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard""}",450,6,150,3,4 months ago,1,29,52,82,357,0,0,,,,,,,,0,strict_14_with_grace_period,1,1,0,0,,-1,-1,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
22715,30980594,A GEM IN NOHO,"A quick walk to many places, as well the subway is a few blocks away.",28720717,42066.0,within a few hours,1.0,1.0,2.0,1.0,"New York, NY, United States",Manhattan,40.7228799999999,-73.98344,Apartment,Entire home/apt,3,1.0,1,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Wide entrance for guests"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""No stairs or steps to enter"",""Wide entryway"",""Handheld shower head"",""Fixed grab bars for shower"",""Fixed grab bars for toilet""}",350,1,0,3,2 months ago,1,11,41,67,342,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible,2,2,0,0,0.38,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1
22717,30981245,Huge Artistic Downtown Loft - Designer Furniture,,17981316,41831.0,within an hour,1.0,0.0,1.0,1.0,"New York, NY, United States",Civic Center,40.71324,-73.9988099999999,Apartment,Entire home/apt,5,2.0,2,2,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",410,1,0,3,4 weeks ago,1,0,2,18,18,0,0,,,,,,,,0,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
22718,30982372,Magnificent Industrial Chic 3 Bedroom Loft,"The nearest subway stop is the Bedford L. That puts you into Manhattan in just ONE stop, and to other parts of Brooklyn very quickly.  Cars can also drive over the Williamsburg bridge, again giving you quick access to downtown Manhattan and parts beyond!",228231975,43433.0,within an hour,1.0,0.0,1.0,0.0,"Brooklyn, NY, United States",Brooklyn,40.71733,-73.96145,Apartment,Entire home/apt,8,1.0,3,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",Oven,Stove,""Single level home"",""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed"",""Accessible-height toilet""}",450,4,36,1,today,1,5,35,65,334,12,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,0,0,2.79,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1
22740,31018438,Charming 2 bedroom in Soho,,231663345,43454.0,within an hour,1.0,0.0,1.0,0.0,"New York, NY, United States",Nolita,40.72316,-73.99577,Apartment,Private room,6,1.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron}",399,4,10,3,today,1,10,18,29,246,7,7,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,1,0,1,0,1.57,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
22744,31020087,Charming 1BR by Washington Square Park Heart of NY,Multiple train options. 2 small blocks from West 4th train stop with ACEBDFM trains. Next to 1 train stop and 5-min walk to 2/3.,231675945,43454.0,within an hour,1.0,1.0,1.0,0.0,"New York, NY, United States",West Village,40.73236,-74.00213,Apartment,Entire home/apt,4,1.0,1,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",370,2,30,3,2 weeks ago,1,20,50,71,155,20,20,98.0,10.0,10.0,9.0,10.0,10.0,10.0,1,strict_14_with_grace_period,1,1,0,0,3.02,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1
22756,31035955,Stunning Penthouse 2 bedrooms full city view,"The best way to go everywhere is the metro, we are 8 minutes walking from: - lines (W-Q-R-N) located on corner with 55 street and 7 ave - lines (A-E) located on corner with 50 street and 8 ave - all the lines attached to Colobus circle Also we have so many Nyc CityBike around the block or two.  Or plenty of taxis on 10 or 9 ave!",20862635,41884.0,within an hour,1.0,1.0,1.0,0.0,"New York, NY, United States",Manhattan,40.7685,-73.99128,Condominium,Entire home/apt,4,2.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",400,1,0,4,today,1,0,0,0,0,17,17,95.0,10.0,9.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,1,1,0,0,2.73,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
22822,31075136,Fun Spacious 3 Bed 2 bath Elevator Building,,113805886,42764.0,within a few hours,0.93,0.0,33.0,0.0,"New York, NY, United States",Manhattan,40.7789299999999,-73.95221,Apartment,Entire home/apt,8,2.0,3,4,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Iron}",350,1,0,31,4 weeks ago,1,7,37,67,342,1,1,100.0,8.0,10.0,10.0,10.0,10.0,8.0,1,flexible,33,33,0,0,0.34,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1
22830,31084737,"Terrific Tribeca 2BR, Indoor pool, Gym + Rooftop by Blueground",,107434423,42720.0,within a few hours,1.0,0.0,687.0,0.0,"New York, NY, United States",Manhattan,40.71696,-74.00689,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Pets allowed"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,""BBQ grill"",""Long term stays allowed""}",373,2,0,30,today,1,0,0,0,259,0,0,,,,,,,,1,flexible,232,232,0,0,,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1
22845,31092944,Luxury Entire 3Bedroom Apartment near Downtown bk.,"Public Transportation is easily accessible via C, 2, 3, 4, or 5 train and also the (S) Shuttle train to and from Prospect Park.",232191978,43458.0,within an hour,1.0,0.0,1.0,0.0,"Brooklyn, NY, United States",Brooklyn,40.6776,-73.95447,Apartment,Entire home/apt,10,1.0,3,5,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",350,7,25,3,2 months ago,1,4,14,18,283,8,8,90.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,1,1,0,0,2.0,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
22861,31104180,West Village Apartment,,26999875,42035.0,,,0.0,1.0,0.0,"New York, NY, United States",Manhattan,40.72998,-74.00774,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Gym,Breakfast,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private living room"",""Bed linens""}",500,1,0,2,6 months ago,1,0,0,0,0,0,0,,,,,,,,1,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1
22898,31127742,1000 Sq Ft HUGE apartment with Empire State views.,,232648305,43460.0,a few days or more,0.0,0.0,1.0,0.0,"New York, NY, United States",Kips Bay,40.74061,-73.98063,Apartment,Entire home/apt,6,1.5,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Paid parking on premises""}",450,1,0,1,6 months ago,1,29,59,89,89,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,1,1,0,0,0.32,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1
22913,31144697,Midtown East 2 bedroom apartment,"Grand Central terminal walking distance away, you can find almost every subway line connected here",232784693,43461.0,within an hour,0.8,0.0,1.0,1.0,"New York, NY, United States",Manhattan,40.75376,-73.96669,Apartment,Entire home/apt,6,2.0,2,3,Real Bed,"{TV,Wifi,""Air conditioning"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",""Building staff""}",350,1,0,3,today,1,5,12,14,207,10,10,84.0,9.0,10.0,9.0,9.0,10.0,9.0,1,moderate,1,1,0,0,1.86,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1
22971,31188274,Luxury apartment in queens,Best way to get around is local transportation,224533200,43410.0,within an hour,1.0,0.0,1.0,0.0,"Elmhurst , NY, United States",Queens,40.73429,-73.8723699999999,Apartment,Entire home/apt,6,2.0,3,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Well-lit path to entrance"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter"",Other}",400,1,0,2,today,1,6,29,34,34,15,15,84.0,9.0,7.0,9.0,9.0,9.0,9.0,1,moderate,1,1,0,0,2.65,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1
22976,31190326,"Very Clean, Cozy 2 Bedrooms near Central Park",Mins walks to subway station,231707114,43454.0,within an hour,1.0,0.0,1.0,1.0,"New York, NY, United States",Hell's Kitchen,40.76807,-73.98508,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Heating,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove}",365,4,30,2,today,1,5,10,28,28,19,19,88.0,9.0,9.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,1,1,0,0,3.37,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
23067,31283531,Amazing 3 Bedroom Duplex w/ Backyard,The apartment is just two blocks away from the north and southbound 6 train.  30 minutes to Times Square. 15 minutes walking to Central Park. There are taxis everywhere and Uber and Lyft work great and are very cheap options in Manhattan.,231824284,43455.0,within an hour,1.0,0.0,1.0,1.0,"New York, NY, United States",Harlem,40.79618,-73.94142,Apartment,Entire home/apt,8,1.5,3,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""No stairs or steps to enter""}",450,4,30,1,5 days ago,1,6,28,58,312,9,9,96.0,10.0,9.0,10.0,10.0,9.0,9.0,0,strict_14_with_grace_period,1,1,0,0,2.21,-1,1,-1,-1,1,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1
23069,31283904,Central & Homey East Village One Bedroom,"Blocks from the Union Square subway stop with 4/5/6, L, and N/Q/R/W subway lines, which go everywhere! It's also very easy to get a cab on 1st Avenue or use a ride-sharing app such as Uber & Lyft, which are cheaper than taxis. Bike-sharing CitiBike docks are everywhere around the apartment too!",230061564,43444.0,within an hour,1.0,0.0,1.0,0.0,"New York, NY, United States",East Village,40.72846,-73.9845699999999,Apartment,Entire home/apt,3,1.0,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed"",""Accessible-height toilet""}",399,2,39,1,today,1,18,48,77,332,10,10,88.0,10.0,9.0,9.0,10.0,10.0,9.0,0,strict_14_with_grace_period,1,1,0,0,1.67,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1
23081,31287886,Spacious Bright Manhattan Home Near The Park,"You will be only 3 blocks away from either the 2 & 3 train that takes you up or down the entire West side of Manhattan and all the way to the Bronx or to Brooklyn. You're also 3 blocks to the 6 train which takes you through the entire East side! On Madison and on 5th Ave. several buses (M1, M2, M3, etc) will take you up and down the city for an unsuspected, inexpensive city tour. If you feel like walking you're a couple of steps away from Central Park and all the beautiful strides it offers you. Or just walk down Madison Avenue for some shopping and nice restaurants.  There are also plenty of yellow cabs running day and night on Madison Ave. and 5th Ave.  Plus the clever option of Uber, Juno and Lyft.",59051417,42416.0,within a few hours,1.0,0.0,6.0,0.0,"New York, NY, United States",East Harlem,40.79465,-73.94935,Apartment,Private room,6,1.0,3,3,Real Bed,"{TV,Wifi,Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""Hot water""}",399,1,0,6,2 days ago,1,28,37,65,230,1,1,100.0,8.0,10.0,10.0,10.0,10.0,10.0,0,moderate,6,1,5,0,0.2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
23160,31351908,The Industrial LOFT #1 NoHo. - Great Location!,The nearby subways: N / R yellow line and 6 green line. Buses that pass through the area run along 3rd ST. and Broadway AV.,108029974,42725.0,within an hour,1.0,0.0,4.0,1.0,"New York, NY, United States",Manhattan,40.72833,-73.99331,Apartment,Entire home/apt,5,1.0,2,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Long term stays allowed"",Other}",495,3,20,6,today,1,11,41,52,52,1,1,,,,,,,,0,moderate,4,4,0,0,0.33,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1
23161,31353429,"Huge Fully Equipped Apt, DM Building, Great Area",,21412569,41898.0,within a day,0.9,0.0,1.0,0.0,"New York, NY, United States",Midtown East,40.7453299999999,-73.97685,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance""}",395,1,0,5,3 months ago,1,28,58,88,363,1,1,100.0,8.0,8.0,10.0,10.0,10.0,8.0,0,flexible,1,1,0,0,0.37,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1
